,0,Cluster
2626,720575940615698578,6
2627,720575940615708189,25
2628,720575940615713478,7
2629,720575940615715003,4
2630,720575940615720532,4
2631,720575940615723153,0
2632,720575940615723314,16
2633,720575940615724706,9
2634,720575940615733154,1
2635,720575940615737745,22
2636,720575940615743121,1
2637,720575940615744742,5
2638,720575940615746316,0
2639,720575940615748025,0
2640,720575940615748658,0
2641,720575940615751124,13
2642,720575940615756774,2
2643,720575940615757162,9
2644,720575940615763573,3
2645,720575940615767995,14
2646,720575940615768861,12
2647,720575940615769750,25
2648,720575940615770229,0
2649,720575940615770369,3
2650,720575940615775574,0
2651,720575940615776373,7
2652,720575940615778790,11
2653,720575940615779558,11
2654,720575940615780714,3
2655,720575940615785951,10
2656,720575940615786897,18
2657,720575940615787554,11
2658,720575940615790310,9
2659,720575940615790658,12
2660,720575940615794077,9
2661,720575940615794845,19
2662,720575940615798045,12
2663,720575940615798470,6
2664,720575940615802598,0
2665,720575940615802674,25
2666,720575940615803698,0
2667,720575940615808342,6
2668,720575940615811634,0
2669,720575940615816605,1
2670,720575940615821981,2
2671,720575940615823071,2
2672,720575940615827762,9
2673,720575940615830877,1
2674,720575940615832577,0
2675,720575940615834598,6
2676,720575940615840913,13
2677,720575940615840980,0
2678,720575940615845154,5
2679,720575940615846356,15
2680,720575940615852545,7
2681,720575940615854486,29
2682,720575940615857691,0
2683,720575940615859423,17
2684,720575940615859942,20
2685,720575940615860566,1
2686,720575940615864788,2
2687,720575940615866854,13
2688,720575940615868010,6
2689,720575940615868962,26
2690,720575940615871967,1
2691,720575940615876436,0
2692,720575940615876438,1
2693,720575940615879325,21
2694,720575940615881702,0
2695,720575940615886534,0
2696,720575940615888897,6
2697,720575940615892310,14
2698,720575940615892374,14
2699,720575940615892748,17
2700,720575940615894246,0
2701,720575940615898086,0
2702,720575940615903206,0
2703,720575940615903803,11
2704,720575940615904802,1
2705,720575940615906388,5
2706,720575940615908795,12
2707,720575940615910228,11
2708,720575940615911261,1
2709,720575940615912415,21
2710,720575940615915035,12
2711,720575940615922875,17
2712,720575940615923457,20
2713,720575940615924037,7
2714,720575940615924667,8
2715,720575940615928386,22
2716,720575940615929275,0
2717,720575940615932377,4
2718,720575940615935325,15
2719,720575940615937397,6
2720,720575940615940537,2
2721,720575940615941062,7
2722,720575940615941179,5
2723,720575940615942506,22
2724,720575940615944337,2
2725,720575940615945558,9
2726,720575940615948610,4
2727,720575940615949836,3
2728,720575940615951163,1
2729,720575940615951254,6
2730,720575940615951453,4
2731,720575940615954326,29
2732,720575940615954833,15
2733,720575940615957393,15
2734,720575940615957663,9
2735,720575940615966943,16
2736,720575940615971841,0
2737,720575940615971899,8
2738,720575940615973388,1
2739,720575940615977522,1
2740,720575940615978902,12
2741,720575940615979532,7
2742,720575940615980801,0
2743,720575940615990578,1
2744,720575940615990614,4
2745,720575940615992091,7
2746,720575940615995649,0
2747,720575940615999489,5
2748,720575940616001036,12
2749,720575940616004820,3
2750,720575940616009403,13
2751,720575940616010530,21
2752,720575940616010937,0
2753,720575940616012061,10
2754,720575940616012518,1
2755,720575940616013569,4
2756,720575940616014081,9
2757,720575940616014239,2
2758,720575940616015956,6
2759,720575940616017593,12
2760,720575940616018326,11
2761,720575940616019899,14
2762,720575940616020544,2
2763,720575940616025750,0
2764,720575940616025906,8
2765,720575940616026939,3
2766,720575940616029218,6
2767,720575940616030498,1
2768,720575940616030870,8
2769,720575940616032605,6
2770,720575940616035990,17
2771,720575940616036281,0
2772,720575940616039510,6
2773,720575940616042582,0
2774,720575940616045497,1
2775,720575940616045524,0
2776,720575940616046815,17
2777,720575940616052549,0
2778,720575940616054834,0
2779,720575940616054843,7
2780,720575940616056114,25
2781,720575940616056793,0
2782,720575940616058329,9
2783,720575940616063291,8
2784,720575940616065163,6
2785,720575940616067701,26
2786,720575940616068933,18
2787,720575940616070203,4
2788,720575940616070283,1
2789,720575940616071563,3
2790,720575940616073506,19
2791,720575940616074399,11
2792,720575940616075147,1
2793,720575940616076829,14
2794,720575940616077173,2
2795,720575940616077874,18
2796,720575940616085334,1
2797,720575940616085945,3
2798,720575940616086066,1
2799,720575940616086411,14
2800,720575940616094523,20
2801,720575940616095883,8
2802,720575940616097130,5
2803,720575940616101789,12
2804,720575940616101994,8
2805,720575940616102815,9
2806,720575940616102998,22
2807,720575940616103099,0
2808,720575940616103380,11
2809,720575940616107626,1
2810,720575940616109469,5
2811,720575940616111243,13
2812,720575940616112724,3
2813,720575940616114374,4
2814,720575940616117179,14
2815,720575940616117433,11
2816,720575940616118634,6
2817,720575940616127931,22
2818,720575940616130646,1
2819,720575940616132509,2
2820,720575940616133337,2
2821,720575940616133789,1
2822,720575940616134939,3
2823,720575940616135766,8
2824,720575940616143007,17
2825,720575940616144470,12
2826,720575940616150299,19
2827,720575940616154527,4
2828,720575940616158036,7
2829,720575940616164213,8
2830,720575940616169117,10
2831,720575940616169629,10
2832,720575940616171882,1
2833,720575940616176652,10
2834,720575940616182155,27
2835,720575940616186507,2
2836,720575940616187754,11
2837,720575940616194443,5
2838,720575940616199071,13
2839,720575940616199892,3
2840,720575940616199910,0
2841,720575940616201309,1
2842,720575940616204352,0
2843,720575940616210333,19
2844,720575940616211174,0
2845,720575940616218717,5
2846,720575940616219968,7
2847,720575940616229405,7
2848,720575940616232349,9
2849,720575940616237201,19
2850,720575940616245446,4
2851,720575940616260948,9
2852,720575940616262261,1
2853,720575940616262401,17
2854,720575940616263436,9
2855,720575940616264460,2
2856,720575940616268317,26
2857,720575940616271700,0
2858,720575940616274619,13
2859,720575940616276829,31
2860,720575940616285151,12
2861,720575940616287515,4
2862,720575940616287547,9
2863,720575940616293855,2
2864,720575940616295069,1
2865,720575940616295749,17
2866,720575940616297729,19
2867,720575940616300061,3
2868,720575940616300171,2
2869,720575940616303105,0
2870,720575940616303680,4
2871,720575940616311007,1
2872,720575940616313684,21
2873,720575940616315281,14
2874,720575940616318045,7
2875,720575940616320852,8
2876,720575940616325405,1
2877,720575940616333969,6
2878,720575940616334386,24
2879,720575940616342582,7
2880,720575940616347478,4
2881,720575940616349509,7
2882,720575940616355028,0
2883,720575940616356662,10
2884,720575940616362123,2
2885,720575940616364405,8
2886,720575940616365535,2
2887,720575940616376287,22
2888,720575940616376891,25
2889,720575940616377659,3
2890,720575940616378769,0
2891,720575940616379707,0
2892,720575940616386850,0
2893,720575940616388575,4
2894,720575940616390261,2
2895,720575940616392849,27
2896,720575940616401375,9
2897,720575940616403549,1
2898,720575940616408065,7
2899,720575940616408262,9
2900,720575940616410566,3
2901,720575940616411805,3
2902,720575940616413894,17
2903,720575940616415003,14
2904,720575940616419701,19
2905,720575940616420150,12
2906,720575940616420865,14
2907,720575940616424927,1
2908,720575940616425531,0
2909,720575940616429825,1
2910,720575940616431138,2
2911,720575940616435739,19
2912,720575940616439365,21
2913,720575940616442369,1
2914,720575940616443137,0
2915,720575940616448581,9
2916,720575940616449465,9
2917,720575940616449570,2
2918,720575940616449858,9
2919,720575940616450305,2
2920,720575940616451909,17
2921,720575940616455483,4
2922,720575940616458309,9
2923,720575940616458821,11
2924,720575940616461173,18
2925,720575940616462987,12
2926,720575940616469365,10
2927,720575940616470796,8
2928,720575940616471052,6
2929,720575940616479389,9
2930,720575940616481397,3
2931,720575940616483284,1
2932,720575940616483414,11
2933,720575940616487910,6
2934,720575940616501877,0
2935,720575940616502133,7
2936,720575940616503157,3
2937,720575940616505017,15
2938,720575940616505503,9
2939,720575940616507865,9
2940,720575940616509494,13
2941,720575940616511193,5
2942,720575940616522050,1
2943,720575940616528543,4
2944,720575940616534338,2
2945,720575940616536669,0
2946,720575940616537483,0
2947,720575940616540246,6
2948,720575940616545793,2
2949,720575940616546233,12
2950,720575940616546902,1
2951,720575940616547867,0
2952,720575940616551029,1
2953,720575940616558548,2
2954,720575940616562847,0
2955,720575940616564534,12
2956,720575940616564829,26
2957,720575940616564853,0
2958,720575940616566996,14
2959,720575940616568699,5
2960,720575940616568977,22
2961,720575940616570783,7
2962,720575940616570966,4
2963,720575940616571485,7
2964,720575940616572955,1
2965,720575940616575557,0
2966,720575940616575705,14
2967,720575940616577141,0
2968,720575940616579257,11
2969,720575940616579867,0
2970,720575940616580255,9
2971,720575940616580511,14
2972,720575940616581535,2
2973,720575940616582047,1
2974,720575940616583490,0
2975,720575940616583865,8
2976,720575940616588608,0
2977,720575940616594747,4
2978,720575940616595776,27
2979,720575940616597977,29
2980,720575940616599133,0
2981,720575940616599874,19
2982,720575940616603793,2
2983,720575940616604817,3
2984,720575940616605441,1
2985,720575940616605579,1
2986,720575940616612313,21
2987,720575940616614998,6
2988,720575940616622731,0
2989,720575940616629051,17
2990,720575940616629058,29
2991,720575940616633612,2
2992,720575940616635097,10
2993,720575940616635905,12
2994,720575940616644235,1
2995,720575940616647483,4
2996,720575940616649501,17
2997,720575940616649845,22
2998,720575940616650589,17
2999,720575940616651193,3
3000,720575940616652006,5
3001,720575940616654822,8
3002,720575940616657665,0
3003,720575940616662284,1
3004,720575940616662877,13
3005,720575940616673366,1
3006,720575940616674265,7
3007,720575940616677661,0
3008,720575940616679218,15
3009,720575940616679654,0
3010,720575940616687709,9
3011,720575940616688089,22
3012,720575940616691156,2
3013,720575940616693531,6
3014,720575940616695014,1
3015,720575940616695099,2
3016,720575940616699805,7
3017,720575940616702465,3
3018,720575940616708070,26
3019,720575940616709593,3
3020,720575940616727782,7
3021,720575940616730251,11
3022,720575940616732884,0
3023,720575940616733323,26
3024,720575940616736198,24
3025,720575940616736230,6
3026,720575940616739397,8
3027,720575940616739485,1
3028,720575940616742434,9
3029,720575940616743749,5
3030,720575940616750363,1
3031,720575940616750481,17
3032,720575940616757460,26
3033,720575940616757478,6
3034,720575940616762585,3
3035,720575940616766169,12
3036,720575940616766182,7
3037,720575940616768699,7
3038,720575940616777024,0
3039,720575940616777797,13
3040,720575940616778038,14
3041,720575940616781713,6
3042,720575940616784214,5
3043,720575940616793246,3
3044,720575940616798779,0
3045,720575940616801622,1
3046,720575940616803899,0
3047,720575940616804806,8
3048,720575940616807897,6
3049,720575940616811092,10
3050,720575940616812217,12
3051,720575940616812342,9
3052,720575940616812859,17
3053,720575940616815424,1
3054,720575940616821597,9
3055,720575940616823862,2
3056,720575940616824118,3
3057,720575940616825122,25
3058,720575940616826380,6
3059,720575940616829401,7
3060,720575940616829908,7
3061,720575940616832027,1
3062,720575940616833669,11
3063,720575940616836564,1
3064,720575940616837716,1
3065,720575940616837972,3
3066,720575940616839380,28
3067,720575940616841565,5
3068,720575940616842169,20
3069,720575940616844006,13
3070,720575940616848192,0
3071,720575940616849108,5
3072,720575940616849126,1
3073,720575940616855872,1
3074,720575940616857115,12
3075,720575940616859259,7
3076,720575940616860161,17
3077,720575940616860318,0
3078,720575940616861697,4
3079,720575940616865025,14
3080,720575940616866587,10
3081,720575940616867382,2
3082,720575940616869789,17
3083,720575940616873821,17
3084,720575940616878523,4
3085,720575940616885298,0
3086,720575940616885597,5
3087,720575940616888020,10
3088,720575940616899033,3
3089,720575940616900130,13
3090,720575940616902213,9
3091,720575940616905787,14
3092,720575940616907062,6
3093,720575940616907678,8
3094,720575940616908082,1
3095,720575940616909083,1
3096,720575940616909981,0
3097,720575940616915174,5
3098,720575940616917149,0
3099,720575940616918843,9
3100,720575940616921300,16
3101,720575940616923281,6
3102,720575940616925597,0
3103,720575940616935458,8
3104,720575940616936226,2
3105,720575940616936731,18
3106,720575940616938171,9
3107,720575940616941201,20
3108,720575940616941798,8
3109,720575940616943572,14
3110,720575940616946065,29
3111,720575940616946918,2
3112,720575940616950161,0
3113,720575940616952977,12
3114,720575940616957585,13
3115,720575940616958097,4
3116,720575940616959010,0
3117,720575940616960054,0
3118,720575940616962233,2
3119,720575940616967425,27
3120,720575940616980737,12
3121,720575940616982336,28
3122,720575940616983862,0
3123,720575940616984588,12
3124,720575940616987097,0
3125,720575940616989964,13
3126,720575940616991040,0
3127,720575940616996364,12
3128,720575940616997147,8
3129,720575940616997691,1
3130,720575940617001024,19
3131,720575940617009970,0
3132,720575940617010321,4
3133,720575940617012422,22
3134,720575940617012934,27
3135,720575940617013393,20
3136,720575940617013554,4
3137,720575940617018086,0
3138,720575940617018781,2
3139,720575940617018939,6
3140,720575940617019426,1
3141,720575940617021086,10
3142,720575940617023174,4
3143,720575940617023771,0
3144,720575940617023956,4
3145,720575940617026587,10
3146,720575940617028406,17
3147,720575940617030585,13
3148,720575940617032148,3
3149,720575940617032716,1
3150,720575940617034565,13
3151,720575940617036729,0
3152,720575940617037510,0
3153,720575940617039163,0
3154,720575940617041382,2
3155,720575940617044737,26
3156,720575940617045019,0
3157,720575940617045516,4
3158,720575940617047553,9
3159,720575940617048550,11
3160,720575940617054237,4
3161,720575940617063963,1
3162,720575940617064532,17
3163,720575940617064716,4
3164,720575940617065501,18
3165,720575940617073113,17
3166,720575940617073851,2
3167,720575940617074393,2
3168,720575940617077056,3
3169,720575940617077249,29
3170,720575940617077533,1
3171,720575940617078489,6
3172,720575940617085504,1
3173,720575940617088780,13
3174,720575940617091414,1
3175,720575940617091890,1
3176,720575940617094486,1
3177,720575940617097755,25
3178,720575940617098385,11
3179,720575940617099494,11
3180,720575940617100445,12
3181,720575940617101713,10
3182,720575940617102646,8
3183,720575940617106994,8
3184,720575940617108274,5
3185,720575940617110028,5
3186,720575940617110555,27
3187,720575940617112733,9
3188,720575940617113910,22
3189,720575940617117140,9
3190,720575940617117656,8
3191,720575940617120697,13
3192,720575940617124865,8
3193,720575940617126401,13
3194,720575940617128705,0
3195,720575940617129885,9
3196,720575940617130068,1
3197,720575940617139457,0
3198,720575940617140544,2
3199,720575940617143454,0
3200,720575940617144477,1
3201,720575940617145561,3
3202,720575940617149853,8
3203,720575940617151069,0
3204,720575940617155997,11
3205,720575940617158725,2
3206,720575940617158814,9
3207,720575940617160000,11
3208,720575940617161118,13
3209,720575940617166993,13
3210,720575940617167262,9
3211,720575940617172436,15
3212,720575940617180347,12
3213,720575940617181185,8
3214,720575940617182365,12
3215,720575940617186305,8
3216,720575940617186875,3
3217,720575940617187195,21
3218,720575940617187421,7
3219,720575940617193009,8
3220,720575940617193541,2
3221,720575940617197057,12
3222,720575940617198932,8
3223,720575940617201245,0
3224,720575940617203549,0
3225,720575940617203997,24
3226,720575940617211348,0
3227,720575940617211353,6
3228,720575940617216669,0
3229,720575940617224093,17
3230,720575940617224861,0
3231,720575940617225589,4
3232,720575940617226141,3
3233,720575940617228411,21
3234,720575940617238133,0
3235,720575940617238907,19
3236,720575940617243393,6
3237,720575940617244347,3
3238,720575940617245652,16
3239,720575940617249254,2
3240,720575940617252642,3
3241,720575940617257617,2
3242,720575940617257985,20
3243,720575940617266833,22
3244,720575940617271365,1
3245,720575940617272025,13
3246,720575940617272699,0
3247,720575940617273233,1
3248,720575940617275549,11
3249,720575940617276889,25
3250,720575940617277597,19
3251,720575940617279489,9
3252,720575940617280657,14
3253,720575940617281025,3
3254,720575940617282009,0
3255,720575940617282075,17
3256,720575940617290043,11
3257,720575940617290713,7
3258,720575940617291993,1
3259,720575940617293201,0
3260,720575940617293268,0
3261,720575940617296029,2
3262,720575940617296699,4
3263,720575940617297947,3
3264,720575940617299131,11
3265,720575940617299259,13
3266,720575940617299515,11
3267,720575940617300573,0
3268,720575940617304404,8
3269,720575940617305403,17
3270,720575940617306717,13
3271,720575940617307097,14
3272,720575940617307165,10
3273,720575940617311771,8
3274,720575940617313841,2
3275,720575940617316326,23
3276,720575940617318301,13
3277,720575940617318557,1
3278,720575940617319097,1
3279,720575940617322897,2
3280,720575940617326677,1
3281,720575940617330107,1
3282,720575940617330971,8
3283,720575940617332923,8
3284,720575940617334715,0
3285,720575940617337461,2
3286,720575940617340701,11
3287,720575940617351099,1
3288,720575940617354897,4
3289,720575940617362392,6
3290,720575940617362772,14
3291,720575940617368347,3
3292,720575940617369117,1
3293,720575940617370041,0
3294,720575940617374242,3
3295,720575940617385176,26
3296,720575940617389908,8
3297,720575940617391197,3
3298,720575940617392285,1
3299,720575940617392980,9
3300,720575940617398557,8
3301,720575940617398745,11
3302,720575940617400550,10
3303,720575940617401122,1
3304,720575940617406548,14
3305,720575940617407003,8
3306,720575940617410205,0
3307,720575940617411611,4
3308,720575940617416256,22
3309,720575940617417792,1
3310,720575940617419101,2
3311,720575940617422731,22
3312,720575940617425593,0
3313,720575940617429853,26
3314,720575940617431325,2
3315,720575940617436699,13
3316,720575940617437697,13
3317,720575940617440395,12
3318,720575940617442561,8
3319,720575940617443001,11
3320,720575940617444130,13
3321,720575940617448331,1
3322,720575940617451422,2
3323,720575940617452500,1
3324,720575940617461844,2
3325,720575940617462228,11
3326,720575940617465137,22
3327,720575940617467712,1
3328,720575940617470680,3
3329,720575940617471813,4
3330,720575940617475028,0
3331,720575940617478427,0
3332,720575940617485268,2
3333,720575940617485381,26
3334,720575940617488477,11
3335,720575940617489236,4
3336,720575940617489409,12
3337,720575940617490388,7
3338,720575940617490717,2
3339,720575940617492821,16
3340,720575940617492822,0
3341,720575940617493460,7
3342,720575940617496861,0
3343,720575940617497437,4
3344,720575940617498507,1
3345,720575940617498717,8
3346,720575940617499205,8
3347,720575940617500443,13
3348,720575940617503837,0
3349,720575940617503974,1
3350,720575940617504581,1
3351,720575940617518365,8
3352,720575940617520413,10
3353,720575940617520785,5
3354,720575940617522904,0
3355,720575940617523174,16
3356,720575940617528209,0
3357,720575940617529669,14
3358,720575940617530525,6
3359,720575940617532062,5
3360,720575940617532830,5
3361,720575940617533051,4
3362,720575940617533067,6
3363,720575940617542872,26
3364,720575940617546641,9
3365,720575940617548869,21
3366,720575940617551409,13
3367,720575940617552569,4
3368,720575940617557590,4
3369,720575940617558246,14
3370,720575940617561062,0
3371,720575940617564246,12
3372,720575940617566769,2
3373,720575940617569403,25
3374,720575940617571997,7
3375,720575940617575803,6
3376,720575940617576422,0
3377,720575940617576733,26
3378,720575940617577617,9
3379,720575940617581542,0
3380,720575940617590100,2
3381,720575940617591687,17
3382,720575940617593157,6
3383,720575940617596884,11
3384,720575940617602183,18
3385,720575940617602449,9
3386,720575940617604421,1
3387,720575940617606616,1
3388,720575940617607029,10
3389,720575940617613083,7
3390,720575940617613858,2
3391,720575940617616129,3
3392,720575940617616155,3
3393,720575940617617494,11
3394,720575940617622219,8
3395,720575940617624866,6
3396,720575940617636981,24
3397,720575940617638946,22
3398,720575940617641077,16
3399,720575940617642101,1
3400,720575940617643072,13
3401,720575940617643092,1
3402,720575940617644372,15
3403,720575940617648245,6
3404,720575940617648453,11
3405,720575940617658997,4
3406,720575940617663093,12
3407,720575940617664373,6
3408,720575940617668510,1
3409,720575940617670193,5
3410,720575940617670741,2
3411,720575940617671896,2
3412,720575940617672139,0
3413,720575940617672920,1
3414,720575940617676405,20
3415,720575940617677381,3
3416,720575940617678471,7
3417,720575940617679173,9
3418,720575940617681221,3
3419,720575940617681369,2
3420,720575940617684054,21
3421,720575940617684107,11
3422,720575940617688093,26
3423,720575940617688389,1
3424,720575940617690658,3
3425,720575940617696728,4
3426,720575940617700253,20
3427,720575940617707398,0
3428,720575940617716893,14
3429,720575940617720577,3
3430,720575940617738497,25
3431,720575940617739860,21
3432,720575940617745181,9
3433,720575940617745821,6
3434,720575940617750070,4
3435,720575940617750173,0
3436,720575940617751089,4
3437,720575940617751454,7
3438,720575940617755702,6
3439,720575940617760158,3
3440,720575940617760539,4
3441,720575940617763099,0
3442,720575940617787293,14
3443,720575940617787649,13
3444,720575940617788107,6
3445,720575940617792985,3
3446,720575940617796642,3
3447,720575940617797405,12
3448,720575940617802187,4
3449,720575940617802699,2
3450,720575940617809181,14
3451,720575940617812696,2
3452,720575940617818708,3
3453,720575940617819065,1
3454,720575940617819677,17
3455,720575940617820955,17
3456,720575940617825620,8
3457,720575940617826629,3
3458,720575940617828893,0
3459,720575940617831707,6
3460,720575940617836598,7
3461,720575940617836854,0
3462,720575940617839389,0
3463,720575940617839440,7
3464,720575940617843541,12
3465,720575940617852299,8
3466,720575940617853986,3
3467,720575940617859121,10
3468,720575940617868249,6
3469,720575940617869339,1
3470,720575940617873201,13
3471,720575940617874085,0
3472,720575940617884244,6
3473,720575940617886301,8
3474,720575940617887389,0
3475,720575940617887646,16
3476,720575940617889915,2
3477,720575940617894429,8
3478,720575940617900123,10
3479,720575940617904208,1
3480,720575940617912267,16
3481,720575940617917233,4
3482,720575940617917396,6
3483,720575940617922439,1
3484,720575940617922763,2
3485,720575940617922880,9
3486,720575940617924299,14
3487,720575940617931166,16
3488,720575940617931547,1
3489,720575940617931579,0
3490,720575940617932101,13
3491,720575940617932368,28
3492,720575940617935643,0
3493,720575940617936029,7
3494,720575940617936030,17
3495,720575940617937984,1
3496,720575940617938269,9
3497,720575940617938334,3
3498,720575940617942336,22
3499,720575940617943205,12
3500,720575940617944916,8
3501,720575940617947412,17
3502,720575940617947702,2
3503,720575940617947771,1
3504,720575940617948445,6
3505,720575940617952034,1
3506,720575940617952669,4
3507,720575940617955099,3
3508,720575940617956649,6
3509,720575940617956865,6
3510,720575940617962699,8
3511,720575940617965878,5
3512,720575940617972901,11
3513,720575940617974941,11
3514,720575940617975809,1
3515,720575940617976523,2
3516,720575940617977684,0
3517,720575940617978526,3
3518,720575940617979472,9
3519,720575940617980465,9
3520,720575940617985309,5
3521,720575940617989588,0
3522,720575940617990228,4
3523,720575940617991195,13
3524,720575940617995318,1
3525,720575940617997396,2
3526,720575940617997716,3
3527,720575940618002747,3
3528,720575940618003672,8
3529,720575940618008144,12
3530,720575940618011604,12
3531,720575940618013086,9
3532,720575940618013253,6
3533,720575940618014343,31
3534,720575940618024475,3
3535,720575940618029396,1
3536,720575940618031394,6
3537,720575940618033221,26
3538,720575940618045776,8
3539,720575940618048724,8
3540,720575940618051801,4
3541,720575940618052825,19
3542,720575940618058048,3
3543,720575940618062129,22
3544,720575940618070365,2
3545,720575940618073024,10
3546,720575940618073792,15
3547,720575940618074827,15
3548,720575940618078843,6
3549,720575940618081681,3
3550,720575940618082128,5
3551,720575940618082949,9
3552,720575940618083531,17
3553,720575940618085189,23
3554,720575940618085569,3
3555,720575940618088758,8
3556,720575940618089541,2
3557,720575940618089851,14
3558,720575940618097573,3
3559,720575940618107339,16
3560,720575940618110021,1
3561,720575940618111889,0
3562,720575940618116569,6
3563,720575940618116693,7
3564,720575940618116766,13
3565,720575940618127505,0
3566,720575940618128433,10
3567,720575940618129573,8
3568,720575940618131928,4
3569,720575940618133649,0
3570,720575940618135198,1
3571,720575940618135621,26
3572,720575940618139221,10
3573,720575940618142513,7
3574,720575940618142813,0
3575,720575940618149686,11
3576,720575940618152256,7
3577,720575940618153105,6
3578,720575940618153296,0
3579,720575940618153637,17
3580,720575940618155600,1
3581,720575940618156829,2
3582,720575940618157110,6
3583,720575940618159227,0
3584,720575940618159696,0
3585,720575940618160438,0
3586,720575940618163013,1
3587,720575940618163358,17
3588,720575940618165393,6
3589,720575940618168635,7
3590,720575940618170526,3
3591,720575940618172116,2
3592,720575940618176379,8
3593,720575940618182491,20
3594,720575940618183765,7
3595,720575940618184773,8
3596,720575940618188859,2
3597,720575940618189227,21
3598,720575940618190727,11
3599,720575940618192694,11
3600,720575940618199094,13
3601,720575940618201173,4
3602,720575940618203216,8
3603,720575940618203707,2
3604,720575940618214827,7
3605,720575940618217280,0
3606,720575940618218048,5
3607,720575940618218555,3
3608,720575940618220702,0
3609,720575940618221115,0
3610,720575940618225573,18
3611,720575940618229051,2
3612,720575940618231205,12
3613,720575940618234960,12
3614,720575940618238109,0
3615,720575940618238635,14
3616,720575940618240171,8
3617,720575940618243009,6
3618,720575940618245094,2
3619,720575940618248129,8
3620,720575940618249797,3
3621,720575940618250630,8
3622,720575940618252249,12
3623,720575940618257113,14
3624,720575940618258905,4
3625,720575940618260500,2
3626,720575940618261451,16
3627,720575940618263365,2
3628,720575940618267557,4
3629,720575940618270629,6
3630,720575940618273241,3
3631,720575940618277305,0
3632,720575940618277917,13
3633,720575940618284101,3
3634,720575940618291174,12
3635,720575940618291520,11
3636,720575940618295675,27
3637,720575940618300465,0
3638,720575940618301204,4
3639,720575940618302447,0
3640,720575940618303296,0
3641,720575940618313009,3
3642,720575940618314897,29
3643,720575940618317090,2
3644,720575940618318521,27
3645,720575940618321364,8
3646,720575940618321857,18
3647,720575940618323234,2
3648,720575940618326511,17
3649,720575940618331038,0
3650,720575940618332757,4
3651,720575940618335301,0
3652,720575940618336239,13
3653,720575940618338521,7
3654,720575940618340057,23
3655,720575940618341952,1
3656,720575940618348357,1
3657,720575940618355870,13
3658,720575940618356091,2
3659,720575940618356161,12
3660,720575940618356560,0
3661,720575940618362203,18
3662,720575940618362863,4
3663,720575940618364480,3
3664,720575940618365908,1
3665,720575940618368157,1
3666,720575940618369659,1
3667,720575940618370171,2
3668,720575940618371796,11
3669,720575940618372487,21
3670,720575940618373701,3
3671,720575940618374558,3
3672,720575940618378708,1
3673,720575940618380081,10
3674,720575940618380491,0
3675,720575940618382529,4
3676,720575940618384366,19
3677,720575940618385744,4
3678,720575940618386321,3
3679,720575940618389208,2
3680,720575940618391350,1
3681,720575940618392912,16
3682,720575940618396609,29
3683,720575940618397598,25
3684,720575940618398533,12
3685,720575940618398878,14
3686,720575940618400459,1
3687,720575940618402694,4
3688,720575940618409045,5
3689,720575940618410069,9
3690,720575940618410177,3
3691,720575940618412337,11
3692,720575940618417067,0
3693,720575940618420417,2
3694,720575940618422161,9
3695,720575940618422941,6
3696,720575940618424024,6
3697,720575940618424405,1
3698,720575940618425664,6
3699,720575940618428480,1
3700,720575940618432704,21
3701,720575940618438309,3
3702,720575940618439569,6
3703,720575940618440000,6
3704,720575940618441296,25
3705,720575940618442681,17
3706,720575940618444473,1
3707,720575940618445497,2
3708,720575940618455791,22
3709,720575940618468189,2
3710,720575940618468401,31
3711,720575940618469661,19
3712,720575940618469681,3
3713,720575940618471261,3
3714,720575940618475101,29
3715,720575940618477806,0
3716,720575940618478749,13
3717,720575940618479296,27
3718,720575940618483067,9
3719,720575940618483857,1
3720,720575940618483928,19
3721,720575940618486721,2
3722,720575940618490203,21
3723,720575940618491485,5
3724,720575940618499348,7
3725,720575940618510552,9
3726,720575940618511033,0
3727,720575940618516894,12
3728,720575940618518582,1
3729,720575940618519710,9
3730,720575940618521273,8
3731,720575940618522433,16
3732,720575940618522561,1
3733,720575940618528391,19
3734,720575940618532011,22
3735,720575940618532779,5
3736,720575940618533265,0
3737,720575940618536528,8
3738,720575940618540081,13
3739,720575940618540308,1
3740,720575940618543956,6
3741,720575940618544469,0
3742,720575940618547641,8
3743,720575940618550699,4
3744,720575940618552229,2
3745,720575940618561721,2
3746,720575940618562950,12
3747,720575940618570661,30
3748,720575940618570726,0
3749,720575940618571200,1
3750,720575940618571344,11
3751,720575940618571494,19
3752,720575940618574400,3
3753,720575940618574566,2
3754,720575940618574749,22
3755,720575940618576286,1
3756,720575940618578150,10
3757,720575940618578945,8
3758,720575940618582592,7
3759,720575940618584047,15
3760,720575940618587668,12
3761,720575940618589158,0
3762,720575940618591764,11
3763,720575940618594022,6
3764,720575940618594117,11
3765,720575940618595894,29
3766,720575940618599277,16
3767,720575940618600059,5
3768,720575940618601024,11
3769,720575940618601163,18
3770,720575940618603009,8
3771,720575940618604352,0
3772,720575940618606715,15
3773,720575940618607307,0
3774,720575940618608213,4
3775,720575940618608805,2
3776,720575940618609112,21
3777,720575940618609275,11
3778,720575940618611280,8
3779,720575940618612253,0
3780,720575940618615022,4
3781,720575940618620888,8
3782,720575940618621830,14
3783,720575940618624769,9
3784,720575940618627412,2
3785,720575940618628165,2
3786,720575940618633014,0
3787,720575940618635072,6
3788,720575940618636086,0
3789,720575940618636864,0
3790,720575940618641542,1
3791,720575940618642368,29
