9.960900000000000000e+04,3.062000000000000000e+03,9.400000000000000000e+01,6.540000000000000000e+02,3.300000000000000000e+02,2.590000000000000000e+02,1.413000000000000000e+03,1.007400000000000000e+04,2.640000000000000000e+02,1.010000000000000000e+02,1.070000000000000000e+02,1.914000000000000000e+03,1.980000000000000000e+03,9.190000000000000000e+02,1.630000000000000000e+02,5.690000000000000000e+02,3.400000000000000000e+01,3.520000000000000000e+02,1.406000000000000000e+03,2.345000000000000000e+03,3.430000000000000000e+02,1.302000000000000000e+03,5.100000000000000000e+01,0.000000000000000000e+00,1.100000000000000000e+01,4.420000000000000000e+02,2.200000000000000000e+01,2.700000000000000000e+01,6.000000000000000000e+00,3.540000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.372000000000000000e+03,2.623300000000000000e+04,1.700000000000000000e+02,1.330000000000000000e+02,6.090000000000000000e+02,7.500000000000000000e+01,2.810000000000000000e+02,3.880000000000000000e+02,5.510000000000000000e+02,6.800000000000000000e+01,2.000000000000000000e+01,3.260000000000000000e+02,5.230000000000000000e+02,4.750000000000000000e+02,2.980000000000000000e+02,1.670000000000000000e+02,3.070000000000000000e+02,9.700000000000000000e+01,2.400000000000000000e+01,5.110000000000000000e+02,1.540000000000000000e+02,2.900000000000000000e+01,3.100000000000000000e+02,3.400000000000000000e+01,6.820000000000000000e+02,1.400000000000000000e+01,1.260000000000000000e+02,7.300000000000000000e+01,2.500000000000000000e+01,7.200000000000000000e+01,0.000000000000000000e+00,1.500000000000000000e+01
1.820000000000000000e+02,2.800000000000000000e+02,2.190300000000000000e+04,5.260000000000000000e+02,1.710000000000000000e+03,3.629000000000000000e+03,1.030000000000000000e+02,7.000000000000000000e+00,1.600000000000000000e+02,6.580000000000000000e+02,1.080000000000000000e+02,1.400000000000000000e+02,9.590000000000000000e+02,6.020000000000000000e+02,4.180000000000000000e+02,2.600000000000000000e+01,5.670000000000000000e+02,3.000000000000000000e+01,4.000000000000000000e+00,2.000000000000000000e+01,1.760000000000000000e+02,1.550000000000000000e+02,2.900000000000000000e+01,2.500000000000000000e+01,5.500000000000000000e+01,2.700000000000000000e+01,5.100000000000000000e+01,1.000000000000000000e+00,8.200000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.820000000000000000e+02,5.800000000000000000e+01,1.820000000000000000e+02,2.074700000000000000e+04,3.030000000000000000e+02,1.165000000000000000e+03,1.310000000000000000e+03,7.900000000000000000e+01,6.000000000000000000e+00,9.100000000000000000e+01,2.015000000000000000e+03,7.580000000000000000e+02,7.300000000000000000e+01,2.519000000000000000e+03,4.200000000000000000e+01,1.150000000000000000e+02,1.450000000000000000e+02,2.100000000000000000e+01,1.000000000000000000e+00,3.500000000000000000e+01,1.000000000000000000e+00,4.400000000000000000e+01,4.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01
2.400000000000000000e+02,5.120000000000000000e+02,1.551000000000000000e+03,1.410000000000000000e+02,4.373600000000000000e+04,7.580000000000000000e+02,4.500000000000000000e+02,1.370000000000000000e+02,2.000000000000000000e+00,3.050000000000000000e+02,1.160000000000000000e+02,4.100000000000000000e+02,4.900000000000000000e+01,6.890000000000000000e+02,4.000000000000000000e+00,2.590000000000000000e+02,1.000000000000000000e+00,9.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.900000000000000000e+01,1.470000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00
3.170000000000000000e+02,1.500000000000000000e+01,8.770000000000000000e+02,8.400000000000000000e+02,4.980000000000000000e+02,7.177800000000000000e+04,2.800000000000000000e+01,1.400000000000000000e+01,1.450000000000000000e+02,8.100000000000000000e+02,3.090000000000000000e+02,7.800000000000000000e+01,9.890000000000000000e+02,7.374000000000000000e+03,1.138000000000000000e+03,6.600000000000000000e+01,2.354000000000000000e+03,2.400000000000000000e+01,2.640000000000000000e+02,3.000000000000000000e+00,6.080000000000000000e+02,4.110000000000000000e+02,3.000000000000000000e+00,1.530000000000000000e+02,5.969000000000000000e+03,3.300000000000000000e+01,5.000000000000000000e+00,3.300000000000000000e+01,7.840000000000000000e+02,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.246000000000000000e+03,4.370000000000000000e+02,8.900000000000000000e+01,1.602000000000000000e+03,1.453000000000000000e+03,3.670000000000000000e+02,1.936100000000000000e+04,1.440000000000000000e+02,6.200000000000000000e+01,2.640000000000000000e+02,5.820000000000000000e+02,7.500000000000000000e+02,3.630000000000000000e+02,3.026000000000000000e+03,3.900000000000000000e+01,1.000000000000000000e+01,1.460000000000000000e+02,9.000000000000000000e+00,9.000000000000000000e+00,1.860000000000000000e+02,2.000000000000000000e+00,2.310000000000000000e+02,1.920000000000000000e+02,4.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,1.900000000000000000e+01,4.000000000000000000e+00,2.100000000000000000e+01,6.100000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+00
7.088000000000000000e+03,4.670000000000000000e+02,2.900000000000000000e+01,5.100000000000000000e+01,1.760000000000000000e+02,5.000000000000000000e+00,2.070000000000000000e+02,3.023600000000000000e+04,5.480000000000000000e+02,0.000000000000000000e+00,5.400000000000000000e+01,1.381000000000000000e+03,5.010000000000000000e+02,2.210000000000000000e+02,3.200000000000000000e+02,2.000000000000000000e+00,7.500000000000000000e+01,5.590000000000000000e+02,2.530000000000000000e+03,2.460000000000000000e+02,4.150000000000000000e+02,3.360000000000000000e+02,1.200000000000000000e+01,0.000000000000000000e+00,1.100000000000000000e+01,2.215000000000000000e+03,3.400000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,1.227000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000000e+02,4.670000000000000000e+02,9.300000000000000000e+01,1.300000000000000000e+01,1.000000000000000000e+00,3.990000000000000000e+02,1.700000000000000000e+01,5.290000000000000000e+02,3.884000000000000000e+04,2.500000000000000000e+01,5.000000000000000000e+00,7.200000000000000000e+01,1.435000000000000000e+03,6.900000000000000000e+01,1.731000000000000000e+03,0.000000000000000000e+00,2.267000000000000000e+03,1.738000000000000000e+03,1.044800000000000000e+04,3.000000000000000000e+01,4.014000000000000000e+03,6.600000000000000000e+01,2.000000000000000000e+00,2.504000000000000000e+03,9.529000000000000000e+03,7.790000000000000000e+02,3.750000000000000000e+02,2.235000000000000000e+03,1.291000000000000000e+03,6.830000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
7.400000000000000000e+01,5.500000000000000000e+01,4.660000000000000000e+02,9.500000000000000000e+01,3.920000000000000000e+02,3.013000000000000000e+03,2.290000000000000000e+02,7.000000000000000000e+00,3.500000000000000000e+01,1.891600000000000000e+04,2.500000000000000000e+01,5.600000000000000000e+01,1.490000000000000000e+02,8.500000000000000000e+02,3.300000000000000000e+01,6.000000000000000000e+00,3.000000000000000000e+01,1.000000000000000000e+00,8.000000000000000000e+00,5.000000000000000000e+00,2.800000000000000000e+01,3.000000000000000000e+01,1.060000000000000000e+02,2.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,9.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
